playlist_genre,playlist_subgenre,instrumentalness,tmp_data,duration_ms,duration_sec,duration_min
pop,electropop,1.65E-06,0.00000165,247867,247.867,4.131116667
pop,electropop,0,0,213507,213.507,3.55845
pop,electropop,0.00252,0.00252,173975,173.975,2.899583333
pop,electropop,6.53E-06,0.00000653,269147,269.147,4.485783333
pop,electropop,9.76E-06,0.00000976,203641,203.641,3.394016667
pop,electropop,7.87E-05,0.0000787,186813,186.813,3.11355
pop,electropop,0,0,251467,251.467,4.191116667
pop,electropop,0,0,213067,213.067,3.551116667
pop,electropop,3.16E-06,0.00000316,223080,223.08,3.718
pop,electropop,7.82E-06,0.00000782,222500,222.5,3.708333333
pop,electropop,4.11E-06,0.00000411,235385,235.385,3.923083333
pop,electropop,0.00571,0.00571,212960,212.96,3.549333333
pop,electropop,0,0,230613,230.613,3.84355
pop,electropop,0.0186,0.0186,170625,170.625,2.84375
pop,electropop,0,0,206327,206.327,3.438783333
pop,electropop,0,0,207719,207.719,3.461983333
pop,electropop,7.68E-06,0.00000768,197933,197.933,3.298883333
pop,electropop,3.20E-06,0.0000032,212627,212.627,3.543783333
pop,electropop,0,0,218440,218.44,3.640666667
pop,electropop,0,0,227480,227.48,3.791333333
pop,electropop,1.38E-06,0.00000138,214789,214.789,3.579816667
pop,electropop,6.07E-05,0.0000607,216120,216.12,3.602
pop,electropop,0,0,229360,229.36,3.822666667
pop,electropop,6.16E-04,0.000616,195853,195.853,3.264216667
pop,electropop,2.29E-05,0.0000229,202333,202.333,3.372216667
pop,electropop,1.10E-06,0.0000011,209533,209.533,3.492216667
pop,electropop,0.0333,0.0333,191412,191.412,3.1902
pop,electropop,0,0,213520,213.52,3.558666667
pop,electropop,0,0,215672,215.672,3.594533333
pop,electropop,0,0,192560,192.56,3.209333333
pop,electropop,8.49E-05,0.0000849,278719,278.719,4.645316667
pop,electropop,0,0,194840,194.84,3.247333333
pop,electropop,0,0,203105,203.105,3.385083333
pop,electropop,7.39E-06,0.00000739,216575,216.575,3.609583333
pop,electropop,0,0,252534,252.534,4.2089
pop,electropop,0,0,214507,214.507,3.575116667
pop,electropop,0,0,212424,212.424,3.5404
pop,electropop,3.15E-04,0.000315,267024,267.024,4.4504
pop,electropop,0,0,190453,190.453,3.174216667
pop,electropop,1.52E-06,0.00000152,189333,189.333,3.15555
pop,electropop,1.37E-04,0.000137,239465,239.465,3.991083333
pop,electropop,4.68E-06,0.00000468,212647,212.647,3.544116667
pop,electropop,0.00123,0.00123,176561,176.561,2.942683333
pop,electropop,1.57E-05,0.0000157,253093,253.093,4.218216667
pop,electropop,4.03E-05,0.0000403,278480,278.48,4.641333333
pop,electropop,4.63E-06,0.00000463,189840,189.84,3.164
pop,electropop,0,0,176658,176.658,2.9443
pop,electropop,5.93E-06,0.00000593,213445,213.445,3.557416667
pop,electropop,0,0,234507,234.507,3.90845
pop,electropop,0,0,231212,231.212,3.853533333
pop,electropop,0.0391,0.0391,210853,210.853,3.514216667
pop,electropop,0,0,188238,188.238,3.1373
pop,electropop,0,0,252307,252.307,4.205116667
pop,electropop,8.53E-05,0.0000853,236200,236.2,3.936666667
pop,electropop,0.183,0.183,244979,244.979,4.082983333
pop,electropop,9.12E-04,0.000912,254126,254.126,4.235433333
pop,electropop,0.0102,0.0102,285512,285.512,4.758533333
pop,electropop,1.74E-04,0.000174,234027,234.027,3.90045
pop,electropop,9.29E-04,0.000929,272227,272.227,4.537116667
pop,electropop,0.00143,0.00143,292800,292.8,4.88
pop,electropop,0,0,207520,207.52,3.458666667
pop,electropop,2.74E-05,0.0000274,218600,218.6,3.643333333
pop,electropop,0.00728,0.00728,224133,224.133,3.73555
pop,electropop,0.00894,0.00894,223027,223.027,3.717116667
pop,electropop,0.0286,0.0286,264507,264.507,4.40845
pop,electropop,0.014,0.014,225493,225.493,3.758216667
pop,electropop,6.14E-06,0.00000614,208283,208.283,3.471383333
pop,electropop,0.273,0.273,222227,222.227,3.703783333
pop,electropop,2.74E-04,0.000274,273522,273.522,4.5587
pop,electropop,0.259,0.259,326707,326.707,5.445116667
pop,electropop,2.01E-05,0.0000201,226133,226.133,3.768883333
pop,electropop,0.00565,0.00565,300582,300.582,5.0097
pop,electropop,0.801,0.801,238840,238.84,3.980666667
pop,electropop,6.00E-04,0.0006,227600,227.6,3.793333333
pop,electropop,5.19E-06,0.00000519,224040,224.04,3.734
pop,electropop,5.02E-05,0.0000502,239960,239.96,3.999333333
pop,electropop,1.94E-04,0.000194,248960,248.96,4.149333333
pop,electropop,0.796,0.796,214254,214.254,3.5709
pop,electropop,2.04E-04,0.000204,220499,220.499,3.674983333
pop,electropop,0.00206,0.00206,244374,244.374,4.0729
pop,electropop,0.163,0.163,209773,209.773,3.496216667
pop,electropop,7.35E-05,0.0000735,220693,220.693,3.678216667
pop,electropop,0.00194,0.00194,290481,290.481,4.84135
pop,electropop,8.74E-04,0.000874,289151,289.151,4.819183333
pop,electropop,0.0476,0.0476,267801,267.801,4.46335
pop,electropop,0.00209,0.00209,207965,207.965,3.466083333
pop,electropop,8.96E-06,0.00000896,238253,238.253,3.970883333
pop,electropop,0,0,243253,243.253,4.054216667
pop,electropop,0.0133,0.0133,192613,192.613,3.210216667
pop,electropop,5.54E-04,0.000554,149253,149.253,2.48755
pop,electropop,0.00345,0.00345,274200,274.2,4.57
pop,electropop,0.0107,0.0107,200520,200.52,3.342
pop,electropop,0.022,0.022,377747,377.747,6.295783333
pop,electropop,0.0756,0.0756,282401,282.401,4.706683333
pop,electropop,3.06E-05,0.0000306,253175,253.175,4.219583333
pop,electropop,0.138,0.138,270681,270.681,4.51135
pop,electropop,0.356,0.356,209565,209.565,3.49275
pop,electropop,0.00248,0.00248,248840,248.84,4.147333333
pop,electropop,0,0,244946,244.946,4.082433333
pop,electropop,0.618,0.618,257254,257.254,4.287566667
pop,electropop,0.18,0.18,216293,216.293,3.604883333
pop,electropop,0.00501,0.00501,206686,206.686,3.444766667
pop,electropop,0.261,0.261,273995,273.995,4.566583333
pop,electropop,0.197,0.197,282950,282.95,4.715833333
pop,electropop,0.439,0.439,238907,238.907,3.981783333
pop,electropop,8.33E-04,0.000833,166138,166.138,2.768966667
pop,electropop,0.00414,0.00414,225813,225.813,3.76355
pop,electropop,1.44E-05,0.0000144,247160,247.16,4.119333333
pop,electropop,0,0,245507,245.507,4.091783333
pop,electropop,0.00943,0.00943,239560,239.56,3.992666667
pop,electropop,0,0,246447,246.447,4.10745
pop,electropop,0,0,220573,220.573,3.676216667
pop,electropop,6.63E-05,0.0000663,273684,273.684,4.5614
pop,electropop,0,0,220773,220.773,3.67955
pop,electropop,0,0,194333,194.333,3.238883333
pop,electropop,0,0,210091,210.091,3.501516667
pop,electropop,0.143,0.143,163929,163.929,2.73215
pop,electropop,0,0,219147,219.147,3.65245
pop,electropop,3.01E-05,0.0000301,196010,196.01,3.266833333
pop,electropop,1.69E-05,0.0000169,185915,185.915,3.098583333
pop,electropop,3.27E-06,0.00000327,170562,170.562,2.8427
pop,electropop,3.78E-06,0.00000378,200080,200.08,3.334666667
pop,electropop,1.41E-05,0.0000141,198053,198.053,3.300883333
pop,electropop,5.83E-06,0.00000583,215507,215.507,3.591783333
pop,electropop,0,0,196613,196.613,3.276883333
pop,electropop,0,0,223504,223.504,3.725066667
pop,electropop,2.63E-05,0.0000263,205947,205.947,3.43245
pop,electropop,0,0,203000,203,3.383333333
pop,electropop,0,0,254653,254.653,4.244216667
pop,electropop,4.85E-05,0.0000485,222707,222.707,3.711783333
pop,electropop,3.59E-05,0.0000359,195547,195.547,3.259116667
pop,electropop,0.884,0.884,287184,287.184,4.7864
pop,electropop,0,0,199440,199.44,3.324
pop,electropop,2.33E-05,0.0000233,208787,208.787,3.479783333
pop,electropop,0,0,288600,288.6,4.81
pop,electropop,0.134,0.134,187147,187.147,3.119116667
pop,electropop,0,0,233713,233.713,3.895216667
pop,electropop,0,0,223413,223.413,3.72355
pop,electropop,0,0,212424,212.424,3.5404
pop,electropop,0,0,197993,197.993,3.299883333
pop,electropop,0,0,170827,170.827,2.847116667
pop,electropop,8.44E-05,0.0000844,235827,235.827,3.93045
pop,electropop,0.00289,0.00289,194840,194.84,3.247333333
pop,electropop,0,0,174800,174.8,2.913333333
pop,electropop,7.45E-05,0.0000745,205200,205.2,3.42
pop,electropop,0.00614,0.00614,260000,260,4.333333333
pop,electropop,0.385,0.385,244692,244.692,4.0782
pop,electropop,1.93E-04,0.000193,263716,263.716,4.395266667
pop,electropop,0,0,185360,185.36,3.089333333
pop,electropop,1.51E-06,0.00000151,203400,203.4,3.39
pop,electropop,0,0,223187,223.187,3.719783333
pop,electropop,0,0,184248,184.248,3.0708
pop,electropop,0,0,207069,207.069,3.45115
pop,electropop,0.00817,0.00817,197486,197.486,3.291433333
pop,electropop,0,0,231013,231.013,3.850216667
pop,electropop,0.0105,0.0105,189973,189.973,3.166216667
pop,electropop,0.00272,0.00272,194080,194.08,3.234666667
pop,electropop,0,0,162425,162.425,2.707083333
pop,electropop,0,0,201122,201.122,3.352033333
pop,electropop,0,0,230613,230.613,3.84355
pop,electropop,0.0153,0.0153,172413,172.413,2.87355
pop,electropop,7.21E-06,0.00000721,258827,258.827,4.313783333
pop,electropop,0,0,183637,183.637,3.060616667
pop,electropop,0,0,228293,228.293,3.804883333
pop,electropop,9.58E-05,0.0000958,216420,216.42,3.607
pop,electropop,0,0,217947,217.947,3.63245
pop,electropop,0,0,240893,240.893,4.014883333
pop,electropop,3.01E-05,0.0000301,235853,235.853,3.930883333
pop,electropop,0.00188,0.00188,173987,173.987,2.899783333
pop,electropop,7.04E-06,0.00000704,224573,224.573,3.742883333
pop,electropop,0,0,224693,224.693,3.744883333
pop,electropop,0,0,199680,199.68,3.328
pop,electropop,0,0,211975,211.975,3.532916667
pop,electropop,1.60E-04,0.00016,200590,200.59,3.343166667
pop,electropop,3.12E-05,0.0000312,211475,211.475,3.524583333
pop,electropop,0,0,183229,183.229,3.053816667
pop,electropop,0,0,210091,210.091,3.501516667
pop,electropop,0,0,193176,193.176,3.2196
pop,electropop,0,0,227360,227.36,3.789333333
pop,electropop,0,0,223863,223.863,3.73105
pop,electropop,9.14E-04,0.000914,184280,184.28,3.071333333
pop,electropop,7.69E-06,0.00000769,199512,199.512,3.3252
pop,electropop,0,0,235493,235.493,3.924883333
pop,electropop,2.45E-05,0.0000245,188652,188.652,3.1442
pop,electropop,3.80E-06,0.0000038,194680,194.68,3.244666667
pop,electropop,0.132,0.132,228565,228.565,3.809416667
pop,electropop,0.00138,0.00138,215227,215.227,3.587116667
pop,electropop,0.747,0.747,234000,234,3.9
pop,electropop,1.02E-05,0.0000102,205947,205.947,3.43245
pop,electropop,0.00107,0.00107,292093,292.093,4.868216667
pop,electropop,2.28E-06,0.00000228,237400,237.4,3.956666667
pop,electropop,3.61E-06,0.00000361,198237,198.237,3.30395
pop,electropop,0,0,225147,225.147,3.75245
pop,electropop,0,0,236133,236.133,3.93555
pop,electropop,0,0,192537,192.537,3.20895
pop,electropop,6.38E-06,0.00000638,240938,240.938,4.015633333
pop,electropop,0,0,231013,231.013,3.850216667
pop,electropop,0,0,197648,197.648,3.294133333
pop,electropop,9.00E-05,0.00009,175200,175.2,2.92
pop,electropop,0,0,229149,229.149,3.81915
pop,electropop,0.0329,0.0329,232500,232.5,3.875
pop,electropop,0,0,201493,201.493,3.358216667
pop,electropop,0,0,208845,208.845,3.48075
pop,electropop,0,0,289133,289.133,4.818883333
pop,electropop,0,0,204160,204.16,3.402666667
pop,electropop,0,0,214280,214.28,3.571333333
pop,electropop,2.73E-04,0.000273,196453,196.453,3.274216667
pop,electropop,0,0,262147,262.147,4.369116667
pop,electropop,0,0,192276,192.276,3.2046
pop,electropop,0,0,177685,177.685,2.961416667
pop,electropop,0,0,187973,187.973,3.132883333
pop,electropop,0,0,221904,221.904,3.6984
pop,electropop,0,0,199849,199.849,3.330816667
pop,electropop,0.00212,0.00212,270720,270.72,4.512
pop,electropop,2.73E-05,0.0000273,221274,221.274,3.6879
pop,electropop,0,0,176853,176.853,2.94755
pop,electropop,2.89E-05,0.0000289,185729,185.729,3.095483333
pop,electropop,0,0,187103,187.103,3.118383333
pop,electropop,0,0,174933,174.933,2.91555
pop,electropop,0,0,214480,214.48,3.574666667
pop,electropop,0,0,269187,269.187,4.48645
pop,electropop,0.0333,0.0333,191412,191.412,3.1902
pop,electropop,7.71E-05,0.0000771,211278,211.278,3.5213
pop,electropop,0,0,201254,201.254,3.354233333
pop,electropop,0,0,191379,191.379,3.18965
pop,electropop,0,0,257267,257.267,4.287783333
pop,electropop,0,0,208733,208.733,3.478883333
pop,electropop,0.0186,0.0186,170625,170.625,2.84375
pop,electropop,0.00243,0.00243,200338,200.338,3.338966667
pop,electropop,3.89E-06,0.00000389,240426,240.426,4.0071
pop,electropop,0,0,194230,194.23,3.237166667
pop,electropop,0,0,193506,193.506,3.2251
pop,electropop,8.68E-04,0.000868,262587,262.587,4.37645
pop,electropop,7.66E-05,0.0000766,250627,250.627,4.177116667
pop,electropop,8.19E-06,0.00000819,310480,310.48,5.174666667
pop,electropop,8.41E-05,0.0000841,217679,217.679,3.627983333
pop,electropop,0.00103,0.00103,203627,203.627,3.393783333
pop,electropop,0.869,0.869,225735,225.735,3.76225
pop,electropop,0.00649,0.00649,280080,280.08,4.668
pop,electropop,0.16,0.16,212080,212.08,3.534666667
pop,electropop,0.105,0.105,226253,226.253,3.770883333
pop,electropop,0.00114,0.00114,327520,327.52,5.458666667
pop,electropop,3.74E-05,0.0000374,308893,308.893,5.148216667
pop,electropop,1.40E-05,0.000014,245027,245.027,4.083783333
pop,electropop,0.0109,0.0109,192507,192.507,3.20845
pop,electropop,0.000649,0.000649,331040,331.04,5.517333333
pop,electropop,0.00318,0.00318,205200,205.2,3.42
pop,electropop,2.16E-06,0.00000216,269187,269.187,4.48645
pop,electropop,0,0,256813,256.813,4.280216667
pop,electropop,0,0,193573,193.573,3.226216667
pop,electropop,9.66E-05,0.0000966,259467,259.467,4.32445
pop,electropop,0,0,206907,206.907,3.44845
pop,electropop,0.069,0.069,199267,199.267,3.321116667
pop,electropop,0,0,299680,299.68,4.994666667
pop,electropop,1.51E-04,0.000151,234480,234.48,3.908
pop,electropop,3.66E-05,0.0000366,170867,170.867,2.847783333
pop,electropop,0,0,186213,186.213,3.10355
pop,electropop,0.572,0.572,95013,95.013,1.58355
pop,electropop,0,0,208227,208.227,3.47045
pop,electropop,2.74E-06,0.00000274,252000,252,4.2
pop,electropop,0.00641,0.00641,291573,291.573,4.85955
pop,electropop,0,0,238640,238.64,3.977333333
pop,electropop,4.25E-06,0.00000425,261135,261.135,4.35225
pop,electropop,2.72E-06,0.00000272,212293,212.293,3.538216667
pop,electropop,0,0,251133,251.133,4.18555
pop,electropop,0.0128,0.0128,183267,183.267,3.05445
pop,electropop,2.50E-06,0.0000025,214600,214.6,3.576666667
pop,electropop,0,0,310253,310.253,5.170883333
pop,electropop,9.61E-04,0.000961,199680,199.68,3.328
pop,electropop,0.00203,0.00203,268467,268.467,4.47445
pop,electropop,1.73E-04,0.000173,263787,263.787,4.39645
pop,electropop,1.21E-06,0.00000121,230813,230.813,3.846883333
pop,electropop,0.00123,0.00123,176561,176.561,2.942683333
pop,electropop,8.33E-04,0.000833,166138,166.138,2.768966667
pop,electropop,0,0,185352,185.352,3.0892
pop,electropop,2.07E-06,0.00000207,228707,228.707,3.811783333
pop,electropop,9.64E-06,0.00000964,225850,225.85,3.764166667
pop,electropop,1.32E-05,0.0000132,202915,202.915,3.381916667
pop,electropop,0.0219,0.0219,204600,204.6,3.41
pop,electropop,6.00E-05,0.00006,217925,217.925,3.632083333
pop,electropop,8.29E-05,0.0000829,198973,198.973,3.316216667
pop,electropop,0,0,236853,236.853,3.94755
pop,electropop,4.48E-06,0.00000448,202267,202.267,3.371116667
pop,electropop,0.00374,0.00374,192790,192.79,3.213166667
pop,electropop,6.79E-04,0.000679,223187,223.187,3.719783333
pop,electropop,0,0,234286,234.286,3.904766667
pop,electropop,8.23E-05,0.0000823,156800,156.8,2.613333333
pop,electropop,0,0,215510,215.51,3.591833333
pop,electropop,2.92E-05,0.0000292,237000,237,3.95
pop,electropop,0,0,210000,210,3.5
pop,electropop,0,0,214400,214.4,3.573333333
pop,electropop,0.0145,0.0145,202500,202.5,3.375
pop,electropop,0,0,202621,202.621,3.377016667
pop,electropop,0,0,204747,204.747,3.41245
pop,electropop,0.0164,0.0164,273803,273.803,4.563383333
pop,electropop,0,0,194533,194.533,3.242216667
pop,electropop,0.00138,0.00138,219718,219.718,3.661966667
pop,electropop,0,0,171806,171.806,2.863433333
pop,electropop,0.00545,0.00545,188889,188.889,3.14815
pop,electropop,2.64E-05,0.0000264,231907,231.907,3.865116667
pop,electropop,1.43E-06,0.00000143,178333,178.333,2.972216667
pop,electropop,0.71,0.71,212773,212.773,3.546216667
pop,electropop,2.07E-06,0.00000207,227893,227.893,3.798216667
pop,electropop,0.493,0.493,188808,188.808,3.1468
pop,electropop,0.738,0.738,208000,208,3.466666667
pop,electropop,5.53E-06,0.00000553,221280,221.28,3.688
pop,electropop,1.15E-04,0.000115,222000,222,3.7
pop,electropop,0,0,206120,206.12,3.435333333
pop,electropop,2.49E-06,0.00000249,239853,239.853,3.99755
pop,electropop,3.86E-04,0.000386,285261,285.261,4.75435
pop,electropop,0.382,0.382,296350,296.35,4.939166667
pop,electropop,1.86E-04,0.000186,182521,182.521,3.042016667
pop,electropop,0,0,221176,221.176,3.686266667
pop,electropop,5.48E-05,0.0000548,260903,260.903,4.348383333
pop,electropop,1.77E-05,0.0000177,266483,266.483,4.441383333
pop,electropop,0.00442,0.00442,220800,220.8,3.68
pop,electropop,0.00188,0.00188,173987,173.987,2.899783333
pop,electropop,5.66E-06,0.00000566,199849,199.849,3.330816667
pop,electropop,0.085,0.085,298941,298.941,4.98235
pop,electropop,0,0,259453,259.453,4.324216667
pop,electropop,0,0,189960,189.96,3.166
pop,electropop,1.30E-04,0.00013,266773,266.773,4.446216667
pop,electropop,0.00195,0.00195,295533,295.533,4.92555
pop,electropop,3.31E-06,0.00000331,242373,242.373,4.03955
pop,electropop,0.0154,0.0154,347526,347.526,5.7921
pop,electropop,0,0,245227,245.227,4.087116667
pop,electropop,0,0,192720,192.72,3.212
pop,electropop,1.60E-05,0.000016,212459,212.459,3.540983333
pop,electropop,3.77E-06,0.00000377,205748,205.748,3.429133333
pop,electropop,0.95,0.95,345187,345.187,5.753116667
pop,electropop,0.889,0.889,429533,429.533,7.158883333
pop,electropop,0.00114,0.00114,353893,353.893,5.898216667
pop,electropop,1.07E-06,0.00000107,248413,248.413,4.140216667
pop,electropop,1.82E-06,0.00000182,369627,369.627,6.16045
pop,electropop,0.0012,0.0012,247427,247.427,4.123783333
pop,electropop,0,0,181673,181.673,3.027883333
pop,electropop,2.12E-05,0.0000212,181812,181.812,3.0302
pop,electropop,0,0,176658,176.658,2.9443
pop,electropop,0.0107,0.0107,233347,233.347,3.889116667
pop,electropop,0.0829,0.0829,206067,206.067,3.43445
pop,electropop,1.12E-06,0.00000112,148387,148.387,2.473116667
pop,electropop,0.00435,0.00435,235800,235.8,3.93
pop,electropop,0.861,0.861,212547,212.547,3.54245
pop,electropop,0.862,0.862,301373,301.373,5.022883333
pop,electropop,0.00263,0.00263,224693,224.693,3.744883333
pop,electropop,0,0,216933,216.933,3.61555
pop,electropop,2.49E-04,0.000249,294587,294.587,4.909783333
pop,electropop,3.98E-04,0.000398,259800,259.8,4.33
pop,electropop,3.85E-06,0.00000385,213987,213.987,3.56645
pop,electropop,0.0314,0.0314,187613,187.613,3.126883333
pop,electropop,0.0184,0.0184,235960,235.96,3.932666667
pop,electropop,5.40E-04,0.00054,300293,300.293,5.004883333
pop,electropop,0.0565,0.0565,234907,234.907,3.915116667
pop,electropop,9.61E-06,0.00000961,304080,304.08,5.068
pop,electropop,0.0671,0.0671,286160,286.16,4.769333333
pop,electropop,1.04E-05,0.0000104,236787,236.787,3.94645
pop,electropop,1.16E-06,0.00000116,220627,220.627,3.677116667
pop,electropop,0.00125,0.00125,225280,225.28,3.754666667
pop,electropop,6.12E-05,0.0000612,253587,253.587,4.22645
pop,electropop,0.0584,0.0584,220893,220.893,3.68155
pop,electropop,0.00866,0.00866,225040,225.04,3.750666667
pop,electropop,8.34E-06,0.00000834,237320,237.32,3.955333333
pop,electropop,8.21E-05,0.0000821,211213,211.213,3.520216667
pop,electropop,0.0701,0.0701,191240,191.24,3.187333333
pop,electropop,2.33E-05,0.0000233,142439,142.439,2.373983333
pop,electropop,0.00506,0.00506,155587,155.587,2.593116667
pop,electropop,6.02E-05,0.0000602,209829,209.829,3.49715
pop,electropop,0,0,188493,188.493,3.14155
pop,electropop,0,0,248354,248.354,4.139233333
pop,electropop,0,0,200594,200.594,3.343233333
pop,electropop,0,0,153202,153.202,2.553366667
pop,electropop,0,0,114893,114.893,1.914883333
pop,electropop,3.33E-04,0.000333,213707,213.707,3.561783333
pop,electropop,1.40E-05,0.000014,221707,221.707,3.695116667
pop,electropop,0,0,190947,190.947,3.18245
pop,electropop,1.73E-06,0.00000173,113013,113.013,1.88355
pop,electropop,0,0,179048,179.048,2.984133333
pop,electropop,0,0,233613,233.613,3.89355
pop,electropop,0,0,215760,215.76,3.596
pop,electropop,1.10E-05,0.000011,168856,168.856,2.814266667
pop,electropop,1.92E-04,0.000192,201862,201.862,3.364366667
pop,electropop,0,0,179080,179.08,2.984666667
pop,electropop,0.00416,0.00416,140571,140.571,2.34285
pop,electropop,0,0,173684,173.684,2.894733333
pop,electropop,0,0,248000,248,4.133333333
pop,electropop,0,0,168931,168.931,2.815516667
pop,electropop,6.52E-04,0.000652,169413,169.413,2.82355
pop,electropop,0.047,0.047,168613,168.613,2.810216667
pop,electropop,0.00125,0.00125,230217,230.217,3.83695
pop,electropop,0,0,171735,171.735,2.86225
pop,electropop,0.0554,0.0554,151742,151.742,2.529033333
pop,electropop,2.73E-05,0.0000273,138000,138,2.3
pop,electropop,0,0,208235,208.235,3.470583333
pop,electropop,0,0,250898,250.898,4.181633333
pop,electropop,1.94E-06,0.00000194,233333,233.333,3.888883333
pop,electropop,5.25E-06,0.00000525,212027,212.027,3.533783333
pop,electropop,0,0,185093,185.093,3.084883333
pop,electropop,0,0,202258,202.258,3.370966667
pop,electropop,0,0,211128,211.128,3.5188
pop,electropop,0,0,212927,212.927,3.548783333
pop,electropop,0,0,134417,134.417,2.240283333
pop,electropop,0,0,186024,186.024,3.1004
pop,electropop,0,0,243837,243.837,4.06395
pop,electropop,0,0,190920,190.92,3.182
pop,electropop,0,0,101790,101.79,1.6965
pop,electropop,1.19E-05,0.0000119,195307,195.307,3.255116667
pop,electropop,0,0,159474,159.474,2.6579
pop,electropop,0.25,0.25,235154,235.154,3.919233333
pop,electropop,0,0,191720,191.72,3.195333333
pop,electropop,0.405,0.405,131272,131.272,2.187866667
pop,electropop,0,0,229986,229.986,3.8331
pop,electropop,0.00206,0.00206,216721,216.721,3.612016667
pop,electropop,8.53E-05,0.0000853,212576,212.576,3.542933333
pop,electropop,5.77E-04,0.000577,258853,258.853,4.314216667
pop,electropop,1.19E-06,0.00000119,228904,228.904,3.815066667
pop,electropop,0,0,168639,168.639,2.81065
pop,electropop,2.19E-05,0.0000219,147000,147,2.45
pop,electropop,0.184,0.184,178759,178.759,2.979316667
pop,electropop,2.17E-05,0.0000217,132414,132.414,2.2069
pop,electropop,0,0,215050,215.05,3.584166667
pop,electropop,5.19E-06,0.00000519,217010,217.01,3.616833333
pop,electropop,0,0,193973,193.973,3.232883333
pop,electropop,1.61E-06,0.00000161,150714,150.714,2.5119
pop,electropop,0,0,184636,184.636,3.077266667
pop,electropop,0,0,220680,220.68,3.678
pop,electropop,1.48E-04,0.000148,216698,216.698,3.611633333
pop,electropop,0,0,299600,299.6,4.993333333
pop,electropop,0,0,171880,171.88,2.864666667
pop,electropop,0,0,137484,137.484,2.2914
pop,electropop,0,0,210285,210.285,3.50475
pop,electropop,0.0301,0.0301,164587,164.587,2.743116667
pop,electropop,0,0,182707,182.707,3.045116667
pop,electropop,0,0,211766,211.766,3.529433333
pop,electropop,5.70E-05,0.000057,320654,320.654,5.344233333
pop,electropop,0,0,198857,198.857,3.314283333
pop,electropop,0.00219,0.00219,178983,178.983,2.98305
pop,electropop,9.48E-05,0.0000948,80407,80.407,1.340116667
pop,electropop,0,0,163636,163.636,2.727266667
pop,electropop,0.00165,0.00165,219207,219.207,3.65345
pop,electropop,1.79E-04,0.000179,170947,170.947,2.849116667
pop,electropop,3.45E-05,0.0000345,208671,208.671,3.47785
pop,electropop,0,0,222961,222.961,3.716016667
pop,electropop,0.0998,0.0998,176414,176.414,2.940233333
pop,electropop,0,0,185547,185.547,3.09245
pop,electropop,0,0,260987,260.987,4.349783333
pop,electropop,0,0,181891,181.891,3.031516667
pop,electropop,0.0057,0.0057,169079,169.079,2.817983333
pop,electropop,0,0,218624,218.624,3.643733333
pop,electropop,0.0673,0.0673,159500,159.5,2.658333333
pop,electropop,6.87E-04,0.000687,204991,204.991,3.416516667
pop,electropop,2.39E-06,0.00000239,188187,188.187,3.13645
pop,electropop,0,0,209955,209.955,3.49925
pop,electropop,0,0,203418,203.418,3.3903
pop,electropop,0,0,159382,159.382,2.656366667
pop,electropop,0.833,0.833,267040,267.04,4.450666667
pop,electropop,0.954,0.954,256008,256.008,4.2668
pop,electropop,0.887,0.887,202681,202.681,3.378016667
pop,electropop,0.84,0.84,405933,405.933,6.76555
pop,electropop,0.00712,0.00712,242080,242.08,4.034666667
pop,electropop,0.0988,0.0988,286107,286.107,4.76845
pop,electropop,0.351,0.351,321773,321.773,5.362883333
pop,electropop,0.889,0.889,464644,464.644,7.744066667
pop,electropop,4.45E-05,0.0000445,248314,248.314,4.138566667
pop,electropop,1.58E-04,0.000158,316520,316.52,5.275333333
pop,electropop,0.859,0.859,207280,207.28,3.454666667
pop,electropop,0.0527,0.0527,158133,158.133,2.63555
pop,electropop,0.529,0.529,220667,220.667,3.677783333
pop,electropop,0.844,0.844,373427,373.427,6.223783333
pop,electropop,0.707,0.707,267309,267.309,4.45515
pop,electropop,0.714,0.714,284508,284.508,4.7418
pop,electropop,2.14E-05,0.0000214,209351,209.351,3.489183333
pop,electropop,2.17E-04,0.000217,330693,330.693,5.51155
pop,electropop,0.881,0.881,253627,253.627,4.227116667
pop,electropop,0.269,0.269,289160,289.16,4.819333333
pop,electropop,0.547,0.547,229360,229.36,3.822666667
pop,electropop,0.183,0.183,379228,379.228,6.320466667
pop,electropop,0.757,0.757,349706,349.706,5.828433333
pop,electropop,0.767,0.767,229827,229.827,3.83045
pop,electropop,0.373,0.373,340200,340.2,5.67
pop,electropop,0.889,0.889,466693,466.693,7.778216667
pop,electropop,0.0649,0.0649,295933,295.933,4.932216667
pop,electropop,0.79,0.79,234107,234.107,3.901783333
pop,electropop,0.0268,0.0268,218720,218.72,3.645333333
pop,electropop,0.265,0.265,325200,325.2,5.42
pop,electropop,0.808,0.808,366313,366.313,6.105216667
pop,electropop,0.00302,0.00302,264360,264.36,4.406
pop,electropop,0.00754,0.00754,281080,281.08,4.684666667
pop,electropop,0.144,0.144,270493,270.493,4.508216667
pop,electropop,0.781,0.781,361107,361.107,6.01845
pop,electropop,0.554,0.554,478208,478.208,7.970133333
pop,electropop,0.918,0.918,439190,439.19,7.319833333
pop,electropop,1.66E-04,0.000166,271531,271.531,4.525516667
pop,electropop,0.00124,0.00124,262507,262.507,4.375116667
pop,electropop,0.362,0.362,383933,383.933,6.398883333
pop,electropop,0.259,0.259,177827,177.827,2.963783333
pop,electropop,0.966,0.966,256120,256.12,4.268666667
pop,electropop,0.0724,0.0724,409000,409,6.816666667
