track_name,track_artist,track_popularity,track_album_release_date
Take My Breath Away,EZI,51,14/2/19
A Toast and a Spirit,Vacation Manor,55,23/4/16
Kids (Ain't All Right),Grace Mitchell,55,13/1/17
Cecilia And The Satellite,Andrew McMahon in the Wilderness,60,14/10/14
Waiting for You,The Aces,39,6/4/18
Feb-14,The Band CAMINO,67,1/4/16
Filthy Rich,Evalyn,43,13/2/17
Lost City,Brett,40,26/8/16
Good Together,The Runaway Club,35,4/3/14
Stay,Hotel Apache,44,12/6/17
When I'm Down,Whethan,69,21/10/16
Keep Together,Hunter Hunted,40,10/7/15
I Don't Feel Real,Patternist,36,6/9/19
Siren,Kailee Morgue,59,24/8/18
Burning House (feat. Aaron Krause),EZA,40,7/7/05
Undrunk,FLETCHER,74,16/8/19
Take Me Out,Young Summer,36,18/10/19
Adderall,Max Frost,61,14/10/16
Cuddle Up,Catey Shaw,48,27/11/14
Intro,The xx,72,16/8/09
Crystalised,The xx,66,16/8/09
Awake,Electric Guest,44,23/4/12
Dear to Me,Electric Guest,51,31/3/17
Back for Me,Electric Guest,39,31/3/17
Someone That Loves You,HONNE,61,13/7/16
Without You,Oh Wonder,4,4/9/15
Blood Red Moon (Demo),The xx,43,2/8/09
Tessellate,alt-J,59,28/5/12
The Look,Metronomy,69,11/4/11
La Ciudad,ODESZA,54,8/9/17
Keeping Me Under,Two Another,10,11/3/16
Birch Tree,Foals,59,28/8/15
Natural Fools,Maribou State,56,1/6/15
Cherry,Jungle,42,26/7/18
Modern Jesus,Portugal. The Man,60,31/5/13
Before Paris,Tom Misch,50,6/4/18
Sweet Emotion,The Kooks,4,1/1/14
About The Distance,Flitz&Suppe,50,8/8/18
Midnight Moon,Oh Wonder,49,4/9/15
Takin' You For A Ride,Pandrezz,53,20/6/18
Wander With Me,Tom Misch,53,28/8/15
It Runs Through Me,Tom Misch,67,6/4/18
My Number,Foals,70,11/2/13
Good Morning,Two Door Cinema Club,41,14/10/16
Sun,Two Door Cinema Club,60,3/9/12
Where Is The Love?,The Black Eyed Peas,1,1/1/03
Lightenup,Parcels,62,12/10/18
OdeToYou,Flitz&Suppe,52,31/10/16
Slow Burn,Brian Bromberg,19,20/2/07
Down Under,Omaure,54,8/8/18
Violet City,Mansionair,4,5/4/18
Blue Light,SUN SILVA,40,3/9/18
Middle School,Blue Wednesday,41,12/12/18
Her Grace,Maverick Sabre,38,7/12/18
Happy Man,Jungle,52,8/5/18
Beautiful Escape,Tom Misch,65,28/8/15
Right As Rain,Adele,51,28/1/08
"Heavy, California",Jungle,62,14/9/18
The Journey,Tom Misch,56,28/8/15
Technicolour Beat,Oh Wonder,5,4/9/15
Watch Me Dance,Tom Misch,51,23/5/16
I'm Walking,Perquisite,38,8/6/12
Hang Glide,Anomalie,38,8/12/17
Seasons,Aso,46,7/2/18
Nocturne,Julian Lage,45,11/3/16
Here If You Want (Pale Blue),MOSSS,56,16/6/17
Mornin Dew,Sunni Colon,53,29/8/18
Loose Ends,Loyle Carner,55,28/2/19
Breezeblocks,alt-J,72,28/5/12
Taro,alt-J,63,28/5/12
Lagoon,Laura Misch,48,6/2/18
Too Much,Tora,42,9/6/17
Tick Tock,Tom Misch,52,6/4/18
Hark,Tom Misch,43,28/8/15
Withorwithout,Parcels,60,12/10/18
Just the Two of Us (feat. Bill Withers),"Grover Washington, Jr.",66,7/6/05
Daydream,Eli Way,56,20/3/19
Murmuration,Blue Wednesday,61,20/3/19
Morning Dew,Matt Quentin,58,5/1/18
Vale,Maribou State,52,7/9/18
Ottolenghi,Loyle Carner,54,11/10/18
Krispy,Loyle Carner,50,19/4/19
The Optimist,Cory Wong,41,17/8/18
Skyline,FKJ,61,2/3/17
Baby You're Bad,HONNE,44,13/7/16
Good Together,HONNE,59,13/7/16
Slice of Life,Flitz&Suppe,41,20/3/19
Me & You ◑,HONNE,65,24/8/18
Apple Pies & Butterflies,Blue Wednesday,34,25/11/16
Birthday Girl,Blue Wednesday,43,12/6/19
King of Everything,Dominic Fike,61,16/10/18
Warm on a Cold Night,HONNE,59,13/7/16
"Good to Be Home (feat. Tom Misch, Loyle Carner & Rebel Kleff)",Barney Artist,53,3/10/18
Still,Loyle Carner,53,19/4/19
I'm Into You,Nick Murphy / Chet Faker,55,23/3/12
Islands,The xx,62,16/8/09
Hypnotised,Franc Moody,43,27/3/18
Carluccio,Loyle Carner,50,19/4/19
Julia,Jungle,52,14/7/14
So Good Looking,The Kooks,53,21/6/19
Still Beating,Mac DeMarco,66,5/5/17
Feeling Lonely,boy pablo,68,5/10/18
Dance Moves,Franc Moody,56,27/3/18
Wildflower,Joe Corfield,57,21/3/18
Enough to Believe,Bob Moses,54,14/9/18
No Pressure,The Kooks,52,31/8/18
Sisters,Leoniden,1,24/2/17
Dreams,Beck,59,13/10/17
Dissolve Me,alt-J,50,28/5/12
Dollar,Electric Guest,26,15/7/19
Teenage Fantasy,Jorja Smith,65,8/6/18
Waiting On the World to Change,John Mayer,74,11/9/06
Home,Tom Misch,47,28/8/15
Dopamine,Franc Moody,46,15/2/17
Nightgowns,Tom Misch,54,28/8/15
Time,Jungle,56,14/7/14
The Sun,Myd,56,13/10/17
Overnight,Parcels,37,21/6/17
"Lover, Always",Luke Robert White,45,26/11/19
Dangerous,No Friends,46,1/1/20
My Corduroy Hat,Neighbor Susan,41,25/12/19
Could Be Fun,Banana Club,46,7/1/20
Fool's Gold,Tessa Kaye,46,9/1/20
Party City,Charlotte Rose Benjamin,42,8/1/20
don't tlk,toast,44,10/1/20
Fiya,jame,44,7/1/20
Cortex,Aunty Social,43,10/1/20
Under the Supermoon,Artists for Peace and Justice,44,10/1/20
It's OK To Be Black,Jac Ross,43,10/1/20
SkindeepSkyhighHeartwide,Lawrence Rothman,45,8/1/20
flowerbeds,Sfven,42,10/1/20
Build Me Up Buttercup,Keni,44,13/12/19
Uncut Larry Smith,Larry Smith,40,1/1/20
Home,Fortuno,43,25/10/19
All Over Me,Cards,43,10/1/20
Odeia,I See Colors,43,19/12/19
Against Us,Telehope,37,3/1/20
My Darling Heart,J.Pappas,40,8/11/19
Daydreaming,Fletcher Reed,41,10/1/20
Cold,Tempi,38,14/12/19
To Comprehend,Marrakesh,45,10/1/20
Tomorrow,Dawson Hollow,38,14/1/20
Happy,Noa Jamir,40,18/11/19
Missing Piece,Honey Butter,38,2/12/19
Well Known,Atlas in Motion,40,1/1/20
Clockwatch,AmirSaysNothing,38,3/1/20
Closer Than This,KAYE,40,16/12/19
Understand (How Bout No) [The DM Song],Freak Daddy,38,25/12/19
White Adidas,DLG.,33,25/12/19
Miss Me,Cadence Floria,40,1/12/19
When It Rains,Mr. Popular,33,26/12/19
Adore You,Taura,38,15/11/19
Thinkin Bout You / Too Good,IOLITE,32,3/1/20
I Can't Keep Waiting,Jackson Powell,41,10/12/19
Path,Ben Henchman,40,18/12/19
Numb Thing,Hunter Powell,36,27/12/19
Tottenham Tugz,Poppy,36,31/12/19
looking around at the sky.,SAND&SEA,38,3/1/20
R U D Y,Houston Kendrick,34,27/12/19
Twisted,Sophie Gray,36,18/12/19
Moved On,Redlight Blue,39,16/12/19
Fill Into Me,Anju,35,1/1/20
Orange,Sophie Holohan,39,6/12/19
Nothing but a Memory,LAIKIPIA,36,20/12/19
As I'm Fading Into You,Blevins,34,31/12/19
Grass is Always Greener Club,Dirty Chime,35,8/11/19
Real Eyes,Fili,38,20/12/19
Holding Space,Luke Adamson,34,29/11/19
Did I Do Something Wrong?,Bex,36,13/12/19
buttercup,Palmertrees,37,21/12/19
striptease,carwash,48,5/11/19
That Night,Indyah,44,13/12/19
At Least I'm Moving,Tommy Strauser,34,25/10/19
Lil' Tune,Sunfish,32,6/12/19
Real World,Stereo Jane,34,15/11/19
Bad Habits,Piperline,35,16/12/19
Dark. Black. Heart.,Austin P. McKenzie,31,13/12/19
Do Me Like A Drug,Emmanuel Franco,35,8/1/20
Ambrosia,TIMIAN,34,14/11/19
Wait for You,Innerbloom,42,26/11/19
don't give up on me,pink roses,41,7/11/19
Lie to Me,Cam M.,33,2/11/19
Castles,Emily Lind,35,21/11/19
"I Think I Kinda, You Know - Instrumental",Alan Zachary,33,10/1/20
bedroom window,c7oud,30,21/12/19
Warrior,Oriel Poole,27,31/12/19
Silver Lake Queen,Diplomacy,39,18/10/19
Enough,Rayne,32,3/1/20
Swimming In Your Feelings,HAVEN,45,1/11/19
Primadonna,Nina Tribus,39,22/11/19
Access,Jungle Animals,31,18/10/19
Rain,More Ease,37,29/11/19
She Got the Moon,Berry Juice,36,18/10/19
Paper Crown,Kevin Krust,28,13/12/19
Shut It Down,Georgia Dutton,27,19/12/19
Know Me,Moonlight Social,33,22/11/19
Talk About It,Heather Cole,34,6/12/19
I Read U Like a Book,Simon Loof,32,24/10/19
Divine,Jay Rose,35,19/12/19
Closely,August Roads,32,24/10/19
Love Letters and Cigarettes,Liv Young,21,20/12/19
Slip Knots,Waxwane,31,5/1/20
Reaching Out,Isabella Hixson,32,17/11/19
Sinking,Tinley,26,13/12/19
When You Know,Sunny State,34,25/10/19
Chai Tea,audrey,21,23/11/19
Die Young,VÂN SCOTT,40,1/11/19
Close Enough,Slight Diversion,22,10/1/20
Everything,DARKMINDS,14,14/11/19
Forget you,Skyverse,18,18/10/19
Veiled,Swati Bhatt,28,10/1/20
Caffeine,Funi,32,6/12/19
atlantis,RUFUS,37,20/11/19
Break The Sky,Dust of Apollon,29,13/1/20
I'm Sorry That I Love You,Peachro,20,11/12/19
far away from here,yaeow,21,1/1/20
Best Shoes,Casey Conroy,29,10/1/20
Whispers,Ella Renn,32,18/10/19
Tough (feat. Noah Kahan),Quinn XCII,67,15/2/19
Lost,Blake Rose,69,8/2/19
Less Than I Do,The Band CAMINO,66,14/12/18
If You're Gonna Lie,FLETCHER,66,16/8/19
6's to 9's (feat. Rationale),Big Wild,64,1/2/19
Nostalgic,A R I Z O N A,69,11/10/19
Novocaine,The Unlikely Candidates,65,22/3/19
Just a Little Longer,SHY Martin,66,7/12/18
Hold On (with Georgia Ku),ILLENIUM,64,16/8/19
Love Me,Felix Cartal,60,14/2/19
Halfway There,ROZES,63,4/1/19
Crash My Car,COIN,65,13/6/19
85%,Loote,65,14/6/19
A Big World,Joel Adams,65,1/3/19
Temporary,Ella Vos,59,18/1/19
Warm Animal,Sure Sure,61,27/6/19
Lose My Mind (feat. Mr Gabriel),Jai Wolf,63,5/4/19
They Told Me,Palm Trees,52,21/12/18
Get Stüpid,bülow,67,5/4/19
Off Limits,BAYNK,54,22/5/19
Half Gone,Stephen Puth,65,1/3/19
"Wow, I'm Not Crazy",AJR,56,26/4/19
I See You,MISSIO,61,12/4/19
Atoms - Said the Sky Remix,RL Grime,59,7/12/18
BITCH (takes one to know one),Lennon Stella,63,15/3/19
Summer Love - Recorded at Spotify Studios NYC,Chelsea Cutler,65,13/3/19
Til I Don't,Mokita,60,12/4/19
at least i look cool,Sasha Sloan,66,19/7/19
Spin With You (feat. Jeremy Zucker),Emma Sameth,55,19/12/18
FU4E,Lost Kings,57,18/1/19
Better With You,3LAU,63,1/3/19
If I Ain't Got You,Dan Talevski,57,22/3/19
Cold,Boy In Space,68,8/8/19
Floating (feat. Khalid) [filous Remix],Alina Baraz,64,8/2/19
Something Better,Minke,46,8/3/19
Numb,Carlie Hanson,55,14/12/18
Spoonful,Grizfolk,53,19/7/19
Keep You Close,FRENSHIP,48,17/5/19
Maybe You're the Reason,The Japanese House,57,1/3/19
All Your Days,Shallou,61,28/2/19
Just Friends,Olivia O'Brien,61,26/4/19
When I'm With U,Tritonal,54,14/6/19
Beggar's Song,Matt Maeson,56,5/4/19
Falling For Boys,Julia Michaels,67,28/6/19
One Magic Moment,Bad Suns,48,22/3/19
Cynic,Noah Kahan,64,14/6/19
Do Me,Kim Petras,59,28/6/19
123456,Fitz and The Tantrums,58,20/9/19
Better By Myself,Hey Violet,59,12/4/19
feel something,Bea Miller,67,21/6/19
Timebomb,WALK THE MOON,61,11/1/19
Free (with Drew Love),Louis The Child,70,6/11/19
Die Happy,DREAMERS,61,26/4/19
Young,Parachute,54,10/5/19
slow motion,flor,52,6/9/19
Moral of the Story,Ashe,53,14/2/19
Why Do You Love Me,Charlotte Lawrence,68,19/7/19
Gucci Rock N Rolla (feat. Rivers Cuomo & KYLE),Snakehips,56,1/2/19
Karma,Robinson,52,25/1/19
HOLD YOU DOWN,X Ambassadors,62,14/6/19
Crop Circles,Jon Bellion,59,31/5/19
Like I Remember You,Vera Blue,58,8/2/19
Love Me Back,RITUAL,57,23/1/19
I Wish,Hayley Kiyoko,60,11/10/19
Fools,ufo ufo,54,14/12/18
Quarter-Life Crisis,Judah & the Lion,53,7/8/19
Feel You Now,The Driver Era,55,28/6/19
Angry Too,Lola Blanc,62,30/4/19
Bad Vibes,K.Flay,55,12/7/19
Come Around,Hoodie Allen,61,16/8/19
Good Day,Surfaces,69,4/10/19
I Can't Carry This Anymore,Anson Seabra,68,11/1/19
With Me All Along,Bronze Radio Return,49,22/2/19
Counting the Days,Will Taylor James,60,22/2/19
Darkside,grandson,60,22/2/19
head first,Christian French,68,17/5/19
Stargazing,sapientdream,57,14/12/18
Alive,Dabin,50,22/3/19
Pushing 21,Liv Dawson,57,22/3/19
Want You Back,Grey,54,10/1/19
Peace,Alison Wonderland,57,4/4/19
Flames (feat. Ruel),SG Lewis,61,9/8/19
Take It Off,Two Friends,51,25/1/19
Tim McGraw - Recorded At Spotify Studios NYC,Maggie Rogers,63,12/12/18
The Way I Am,Gavin Haley,54,18/10/19
Dreamin (with blackbear),The Score,65,1/2/19
minimal,ROLE MODEL,61,3/5/19
Grip - Alternative Version,Seeb,60,1/3/19
Lead Me Back,San Holo,57,22/2/19
Friends Go,Maggie Lindemann,57,22/3/19
My Feelings,DiRTY RADiO,34,12/4/19
Emotion,Hazey Eyes,48,2/8/19
Wake Me Up,Foreign Air,49,1/2/19
Talk Slow,Cody Lovaas,57,22/3/19
Stuck,Jome,58,12/4/19
Heart,OTR,59,26/4/19
Terrified,Terror Jr,54,25/1/19
"oh, mexico",Jeremy Zucker,67,26/7/19
like that,Bea Miller,73,23/2/18
Thank Me Later,Anna of the North,54,25/10/19
Your Car,Alexx Mack,17,10/11/17
Oceans,Coasts,42,4/9/15
Hallucinogenics,Matt Maeson,66,5/4/19
Blame,Skylar Stecker,21,27/10/17
In Love With A Broken Heart,Hedley,32,29/9/17
Wishing Wells,The Colourist,39,1/1/14
Catch,Dresses,29,21/8/15
Storm,Paperwhite,40,10/5/16
Blackbeak,Youngblood Hawke,40,1/1/13
Someone To You,BANNERS,74,3/11/17
hold on,flor,57,2/2/18
High,Young Rising Sons,50,8/7/14
Waking Up The Giants,Grizfolk,53,4/12/15
Mission Control,Knox Hamilton,44,6/7/18
You & Jennifer,bülow,71,8/6/18
Love Is Blind,Coleman Hell,43,27/7/18
Infinity,Jaymes Young,69,23/6/17
Daylight,Matt and Kim,65,20/1/09
Different Kind of Love,Kid Runner,30,13/11/15
Take It All Back 2.0,Judah & the Lion,65,10/3/17
Volcanic Love,The Aces,36,6/4/18
On Our Way,The Royal Concept,35,11/9/13
Count On You,Paperwhite,30,16/11/18
Dead 2 Me,Emily Vaughn,36,15/2/19
Set On Fire,MAGIC GIANT,51,19/5/17
1000 Nights,FRENSHIP,57,27/1/17
Limestone,Magic City Hippies,58,24/7/15
"Me, Myself, and I",Vinyl Theatre,46,29/9/17
Hollow Life,Coast Modern,57,28/7/17
Free but Hollow,Hidinin,35,25/7/16
Chasin' Honey,Wild Party,54,7/10/14
Fire Escape,Andrew McMahon in the Wilderness,53,10/2/17
Sleep Talking,Charlotte Lawrence,66,20/10/17
I'm Good,The Mowgli's,58,14/4/15
Tongue Tied,Grouplove,78,2/9/11
Bridges,Broods,56,1/1/14
King's Cup,Charlee Remitz,19,30/6/15
Phantom,Nightly,50,9/11/18
One Foot,WALK THE MOON,65,10/11/17
NoLo,Grace Mitchell,46,21/8/15
Tongues,Joywave,56,14/4/15
Out of My League,Fitz and The Tantrums,67,7/5/13
Harlem,New Politics,57,17/5/13
High,Sir Sly,61,30/6/17
Pretty Sad,XYLØ,54,1/3/19
Stockholm,Atlas Genius,52,28/8/15
Sweet Talk,Saint Motel,63,21/10/16
Miss You Like Hell,Nightly,48,9/11/18
New Friends,Maty Noyes,61,10/8/18
Say the Word,Emily Vaughn,33,31/8/18
Something New,Secret Weapons,35,18/8/17
Navigator,MOONZz,45,28/3/17
Dreaming,Smallpools,57,24/3/15
Fire Alarm,Castlecomer,52,5/10/18
Kidnap Me,CRUISR,47,6/7/05
Take It or Leave It,Great Good Fine Ok,46,5/1/17
"Hurry, Hurry",Air Traffic Controller,39,26/6/12
Ready For You,Hunter Hunted,34,10/7/15
A Phone Call In Amsterdam,Valley,53,17/9/19
Feeling Electric,Parade of Lights,47,2/6/15
Don't Change Me,Kid Runner,27,29/7/16
Two High,Moon Taxi,61,19/1/18
Brazooka,NVDES,40,10/9/19
Feel,Victors,38,14/10/16
Cold Cold Man,Saint Motel,65,16/8/14
Careless,Vacation Manor,51,23/4/16
Golden Age,The Electric Sons,29,14/11/15
Back Together,Loote,54,21/9/18
Guru,Coast Modern,63,28/7/17
Bad Habits,The Federal Empire,48,12/7/19
Finest Hour (feat. Abir),Cash Cash,65,12/4/18
Waiting on the Summer,VHS Collection,51,30/9/16
Passenger Side,Smallpools,56,21/7/17
DaNcing in a RoOm,EZI,50,12/1/18
Murder,Mako,50,22/6/18
Get Wild,Lost My Name,4,14/4/15
ease your mind,joan,52,18/10/19
Scars To Your Beautiful,Alessia Cara,77,11/3/16
The Greatest,Sia,14,8/7/05
The Ocean (feat. Shy Martin),Mike Perry,73,15/4/16
Once In a While,Timeflies,66,18/3/16
You & Me,Marc E. Bassy,3,5/8/16
Starving,Hailee Steinfeld,13,22/7/16
Fast Car,Jonas Blue,22,4/12/15
Lush Life,Zara Larsson,12,5/6/15
Millionaire - Alan Walker Remix,Digital Farm Animals,60,2/9/16
Play That Song,Train,4,8/7/05
Hurricane,Halsey,63,28/8/15
My Way,Calvin Harris,77,16/9/16
Closer (feat. Halsey),The Chainsmokers,85,29/7/16
Shout Out to My Ex,Little Mix,8,16/10/16
No Diggity,Campsite Dream,55,23/9/16
Let Me Love You,DJ Snake,21,5/8/16
Anywhere,Dillon Francis,52,16/9/16
She Sets The City On Fire,Gavin DeGraw,51,15/7/16
All We Know,The Chainsmokers,70,29/9/16
Sour Patch Kids,Bryce Vine,55,15/4/14
Till The End,Swanky Tunes,42,19/8/16
Millionaire (feat. Nelly),Cash Cash,45,24/6/16
Beast,Tungevaag,52,9/9/16
Waste A Moment,Kings of Leon,22,9/9/16
Somewhere New (feat. M-22) - Radio Edit,Klingande,47,26/8/16
Cruel (feat. ZAYN),Snakehips,62,15/7/16
Sthlm Nights,Peg Parnevik,33,23/9/16
Cold Ain't For Me,Oceans,50,26/8/16
All In My Head (Flex) (feat. Fetty Wap),Fifth Harmony,66,27/5/16
Bonfire,Miss Li,41,12/8/16
Summer on You,Sam Feldt,38,22/7/16
Sex,Cheat Codes,56,7/3/16
Raging (feat. Kodaline),Kygo,61,13/5/16
Surviving (feat. Joe Cleere),Sondr,43,28/3/16
Dollar Bill (feat. Kid Ink),Phoebe Ryan,39,8/7/16
Peanut Butter Jelly,Galantis,66,5/6/15
Be As You Are,Mike Posner,42,6/5/16
Cinema (feat. Gary Go) - Radio Edit,Benny Benassi,37,3/7/05
Caroline,Aminé,4,26/8/16
Ignition (Remix),R. Kelly,9,11/9/03
Stereo Hearts (feat. Adam Levine),Gym Class Heroes,59,15/11/11
Nervous - The Ooh Song/Mark McCabe Remix,Gavin James,51,24/6/16
September Song,JP Cooper,14,16/9/16
What Do You Love,Seeb,57,14/10/16
Don't Wanna Know,Maroon 5,11,11/10/16
Call on Me - Ryan Riback Remix,Starley,68,18/10/16
Solo Dance,Martin Jensen,15,4/11/16
Debut,Maria Hazell,11,9/9/16
All Night,The Vamps,4,14/10/16
Whole Heart,Gryffin,61,26/8/16
Sexual,NEIKED,51,26/8/16
Runaways,Sam Feldt,8,7/10/16
Let Me Hold You (Turn Me On),Cheat Codes,9,13/4/16
Inside the Lines,Mike Perry,55,21/10/16
Kids,OneRepublic,63,2/12/16
Playing To Lose,Lemaitre,28,7/10/16
Waiting For Love,Avicii,78,2/10/15
Guilty Pleasure,Bryce Vine,50,15/4/14
Take Me Home,Bryce Vine,48,15/4/14
The Fall,Bryce Vine,52,30/9/16
Los Angeles,Bryce Vine,0,26/2/16
All Night Longer REMIX,Sammy Adams,51,23/6/14
Hold On - Radio Edit,Moguai,4,11/9/15
By Your Side,Jonas Blue,58,28/10/16
Ain't No Saint,Peg Parnevik,47,14/3/16
We Are (Ziggy & Carola),Peg Parnevik,38,3/6/16
Use Somebody,Kings of Leon,75,23/9/08
Wild Things,Alessia Cara,64,13/11/15
The Nights - Avicii By Avicii,Avicii,43,31/12/14
Kanye,The Chainsmokers,60,5/8/14
While I'm Alive,STRFKR,53,12/2/13
Coastin'feat. K. Flay - Dirty,Zion I,0,26/1/09
Good Feeling,Flo Rida,59,29/8/11
Cash Machine,DRAM,40,9/9/16
Atmosphere,Kaskade,19,9/9/13
R.I.P. 2 My Youth,The Neighbourhood,1,21/8/15
L.A. Story (feat. Mike Posner),Sammy Adams,50,28/5/13
Paradise,Coldplay,77,24/10/11
Riptide,Vance Joy,78,9/9/14
Habits (Stay High) - Hippie Sabotage Remix,Tove Lo,65,1/1/14
Borderline - Vanic Remix,Tove Styrke,58,31/3/15
Samurai,Vanic,47,16/9/16
Hypnotic - Vanic Remix,Zella Day,59,15/1/16
Never Be Like You (feat. Kai),Flume,3,27/5/16
False Alarm,Matoma,49,24/6/16
Erase Me - Main,Kid Cudi,69,1/1/10
All Time Low,Jon Bellion,73,10/6/16
That's All I Need,Dirty Heads,54,15/7/16
in my miNd,Maty Noyes,58,28/10/16
Gravity,Timeflies,1,11/11/16
Naked,Elin Bergman,34,4/11/16
3 Foot Tall,Classified,47,30/9/14
"How Far I'll Go - From ""Moana""",Alessia Cara,17,28/10/16
Chills,Down With Webster,18,17/12/13
I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,76,9/12/16
Something Wrong,Timeflies,0,26/8/16
"Sit Still, Look Pretty",Daya,70,7/10/16
Happy,Oh Wonder,69,3/1/20
Wasting Time,The Mowgli's,57,3/1/20
Lucky,Chelsea Cutler,73,1/11/19
broken,lovelytheband,74,3/8/18
Good Nights (feat. Mascolo),Whethan,67,9/11/18
Beige,Yoke Lore,50,16/6/17
I'll Be Good,Jaymes Young,65,23/6/17
Cool Again,Shoffy,63,16/11/18
Older,Sasha Sloan,73,9/11/18
Daft Pretty Boys,Bad Suns,62,16/9/16
My Type,Saint Motel,61,17/6/14
Ride Or Die (feat. Foster The People),The Knocks,55,28/9/18
Call Me Maybe,Carly Rae Jepsen,76,1/1/12
Your Side Of The Bed,Loote,67,15/6/18
Anti-Everything,Lost Kings,70,18/1/19
Panic Room,Au/Ra,75,9/2/18
Best Day Of My Life,American Authors,76,1/1/14
Chicken Noodle Soup (feat. Becky G),j-hope,76,27/9/19
Highway,Cheat Codes,64,23/8/19
Bad At Love,Halsey,77,2/6/17
One Dance,Drake,68,13/5/16
Takeaway (feat. Lennon Stella),The Chainsmokers,67,24/7/19
Say My Name,David Guetta,5,26/10/18
Con Calma,Daddy Yankee,87,24/1/19
Harder,Jax Jones,62,12/7/19
More Than You Know,Axwell /\ Ingrosso,25,24/5/17
Only You (with Little Mix),Cheat Codes,70,22/6/18
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,80,10/5/18
Call You Mine,The Chainsmokers,39,31/5/19
Never Really Over,Katy Perry,85,31/5/19
Enemies,Lauv,68,31/5/18
Lost In Japan,Shawn Mendes,79,25/5/18
Señorita,Shawn Mendes,93,21/6/19
I Don't Belong In This Club,Why Don't We,36,20/3/19
Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,40,5/4/19
I Don't Care (with Justin Bieber),Ed Sheeran,90,10/5/19
Paradise,Bazzi,33,4/4/19
So Am I,Ava Max,83,7/3/19
Golden Years - M-Phazes Remix,Ruel,56,16/3/18
If I Can't Have You,Shawn Mendes,84,3/5/19
ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,29,26/4/19
Boy With Luv (feat. Halsey),BTS,85,12/4/19
A Different Way (with Lauv),DJ Snake,9,21/9/17
No Brainer,DJ Khaled,77,27/7/18
Woman Like Me (feat. Nicki Minaj),Little Mix,70,12/10/18
Mama,Jonas Blue,59,14/7/17
New Rules,Dua Lipa,83,2/6/17
7 rings,Ariana Grande,30,18/1/19
No Sleep (feat. Bonn),Martin Garrix,76,21/2/19
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,88,14/12/18
Who Do You Love,The Chainsmokers,23,7/2/19
There's Nothing Holdin' Me Back,Shawn Mendes,82,20/4/17
Capital Letters,Hailee Steinfeld,17,12/1/18
Anywhere,Rita Ora,45,20/10/17
Like I Do,David Guetta,72,22/2/18
FRIENDS,Marshmello,83,9/2/18
Dance To This (feat. Ariana Grande),Troye Sivan,12,13/6/18
Polaroid,Jonas Blue,75,5/10/18
Came Here for Love,Sigala,68,9/6/17
How Long,Charlie Puth,74,11/5/18
Part Of Me,Katy Perry,60,1/1/12
Last Friday Night (T.G.I.F.),Katy Perry,74,12/3/12
Time of Our Lives,Pitbull,77,21/11/14
I'm a Mess,Bebe Rexha,80,22/6/18
The Way I Am,Charlie Puth,69,11/5/18
Jackie Chan,Tiësto,79,18/5/18
Rise,Jonas Blue,76,25/5/18
Solo (feat. Demi Lovato),Clean Bandit,80,17/5/18
One Kiss (with Dua Lipa),Calvin Harris,85,6/4/18
There for You,Martin Garrix,74,26/5/17
Lean On (feat. MØ & DJ Snake),Major Lazer,60,1/6/15
Ain't My Fault,Zara Larsson,69,17/3/17
Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,77,2/3/17
Unbelievable,Why Don't We,77,16/5/19
Ciao Adios,Anne-Marie,64,10/2/17
Bang Bang,Jessie J,78,14/10/14
I Want You To Know,Zedd,67,18/5/15
"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",Lauv,84,2/8/19
No One Compares To You,Jack & Jack,79,25/1/19
Dance Monkey,Tones and I,43,10/5/19
Higher Love,Kygo,87,28/6/19
Lalala,Y2K,91,28/6/19
Look At Her Now,Selena Gomez,86,24/10/19
Good as Hell (feat. Ariana Grande) - Remix,Lizzo,89,25/10/19
Truth Hurts,Lizzo,51,9/3/16
Don't Start Now,Dua Lipa,97,31/10/19
Goodbyes (Feat. Young Thug),Post Malone,51,5/7/19
Bad Liar,Imagine Dragons,83,9/11/18
Lost Control,Alan Walker,71,14/12/18
Into the Unknown - Panic! At The Disco Version,Panic! At The Disco,82,15/11/19
My Oh My (feat. DaBaby),Camila Cabello,94,6/12/19
sex,EDEN,76,19/8/16
Birthday Suit,Cosmo Sheldrake,69,6/4/18
Blinding Lights,The Weeknd,98,29/11/19
Ayy Macarena,Tyga,91,13/11/19
Adore You,Harry Styles,88,13/12/19
Rare,Selena Gomez,88,10/1/20
Two 10s,Quinn XCII,67,10/1/20
Cellophane,Ella Vos,51,10/1/20
Older,Shallou,66,10/1/20
Stay Forever (feat. STRFKR),Whethan,62,10/1/20
So High,JAYLIEN,53,3/1/20
isohel,EDEN,63,10/1/20
Good Thing (feat. Kehlani) - Grant Remix,Zedd,58,3/1/20
Deleter,Grouplove,61,8/1/20
the movies,Nightly,55,10/1/20
Half Your Age,Joywave,56,7/1/20
This Is Our Time,WILD,57,28/12/19
hungover & i miss u,gnash,62,10/1/20
The Story,Conan Gray,72,10/1/20
